,site_id,sampling,hych,novi,pscr,psfe,raca,racl,survey_time,avg_temp,doy_ave,ves_min_since_sunset,humidity_percent,precipitation_accumulation_cm,visit,surv_num,area,survey_effort,sample_set
81,7,7.6.2,0,62,0,0,0,46,2027,23,228,111.3985772,51,0.63,6,2,8394.831926,0.24145808,7_6
82,7,7.6.3,0,83,0,0,0,42,1855,23.5,228,60.80266781,60.9,0,6,3,8394.831926,0.220969284,7_6
83,7,7.7.1,0,19,0,0,1,17,1833,21,262.5,80.7522095,38.6,0,7,1,8394.831926,0.218348624,7_7
84,7,7.7.2,0,15,0,0,2,12,1595,21,262.5,138.7522095,38.6,0,7,2,8394.831926,0.189997848,7_7
85,7,7.7.3,0,15,0,0,2,18,1592,21,262.5,79.23381629,51,0,7,3,8394.831926,0.189640485,7_7
86,7,7.8.1,0,1,0,0,0,16,1277,21,311.5,42.81363455,45.2,0,8,1,8394.831926,0.152117399,7_8
87,7,7.8.2,0,1,0,0,0,24,1087,21,311.5,82.81363455,45.2,0,8,2,8394.831926,0.129484427,7_8
88,7,7.8.3,0,14,0,0,0,12,1243,22,311.5,57.68155224,51.9,0,8,3,8394.831926,0.148067288,7_8
89,7,7.9.1,0,9,0,0,0,0,1456,9.5,44.5,64.60875281,29.7,0,9,1,8394.831926,0.173440042,7_9
90,7,7.9.2,0,9,0,0,0,0,1373,9.5,44.5,117.6087528,29.7,0,9,2,8394.831926,0.163553006,7_9
91,7,7.9.3,0,9,0,0,0,0,1099,10.5,44.5,53.56107271,35.9,0,9,3,8394.831926,0.130913878,7_9
92,10,10.1.1,0,22,0,0,0,7,1224,16.15,52.5,101.1329743,59,0,1,1,5223.362871,0.234331795,10_1
93,10,10.1.2,0,28,0,0,0,6,1164,16.15,52.5,148.1329743,59,0,1,2,5223.362871,0.222844943,10_1
94,10,10.1.3,0,0,0,0,0,10,644,27.3,52.5,137.1614967,42.5,0,1,3,5223.362871,0.123292219,10_1
95,10,10.10.1,0,1,9,2,0,9,738,13,84.5,60.00582336,58.4,0.84,10,1,5223.362871,0.141288288,10_10
96,10,10.10.2,0,3,6,4,0,8,578,13,84.5,91.00582336,58.4,0.84,10,2,5223.362871,0.110656681,10_10
97,10,10.10.3,0,5,3,0,0,7,673,10.5,84.5,103.3315138,31.4,0,10,3,5223.362871,0.128844198,10_10
98,10,10.11.1,0,1,1,0,0,8,602,21.5,131.5,92.12831195,72,3.28,11,1,5223.362871,0.115251422,10_11
99,10,10.11.2,0,8,7,0,0,6,812,21.5,131.5,148.1283119,72,3.28,11,2,5223.362871,0.155455407,10_11
100,10,10.11.3,0,6,0,0,0,14,761,18.5,131.5,55.67008563,24.1,0,11,3,5223.362871,0.145691582,10_11
101,10,10.12.1,0,12,0,0,0,7,1472,19.5,163,50.20325893,58,0,12,1,5223.362871,0.281810787,10_12
102,10,10.12.2,0,25,0,0,0,10,1783,19.5,163,135.2032589,58,0,12,2,5223.362871,0.341350973,10_12
103,10,10.12.3,4,24,0,0,0,12,1776,20,163,72.34879458,83,0,12,3,5223.362871,0.34001084,10_12
104,10,10.13.1,2,0,0,0,0,2,444,25.5,198.5,81.69142478,80,0,13,1,5223.362871,0.08500271,10_13
105,10,10.13.2,3,0,0,0,0,3,454,25.5,198.5,131.6914248,80,0,13,2,5223.362871,0.086917186,10_13
106,10,10.13.3,8,1,0,0,0,2,571,23.5,198.5,41.22215285,59,1.42,13,3,5223.362871,0.109316548,10_13
107,10,10.14.1,0,0,0,0,0,5,901,24,240,87.36122306,66,0,14,1,5223.362871,0.172494238,10_14
108,10,10.14.2,0,0,0,0,0,7,657,24,240,145.3612231,66,0,14,2,5223.362871,0.125781037,10_14
109,10,10.14.3,0,0,0,0,0,7,633,25.5,240,49.08167255,59,0,14,3,5223.362871,0.121186296,10_14
110,10,10.15.1,0,1,0,0,1,8,815,16,282.5,113.4532967,61,0,15,1,5223.362871,0.156029749,10_15
111,10,10.15.2,0,0,0,0,0,6,514,16,282.5,157.4532967,61,0,15,2,5223.362871,0.098404038,10_15
112,10,10.15.3,0,0,0,0,0,3,543,14.5,282.5,35.84011614,74,0,15,3,5223.362871,0.103956017,10_15
113,10,10.2.1,0,9,0,0,0,9,753,14.25,88,80.96659365,43.9,0,2,1,5223.362871,0.144160002,10_2
114,10,10.2.2,0,6,0,0,0,8,1638,14.25,88,121.9665936,43.9,0,2,2,5223.362871,0.313591079,10_2
115,10,10.2.3,0,4,0,0,0,5,176,16.5,88,73.29483827,44,0,2,3,5223.362871,0.033694768,10_2
116,10,10.3.1,0,3,0,0,0,4,615,11.35,122.5,77.61142756,34,0,3,1,5223.362871,0.11774024,10_3
117,10,10.3.2,0,8,0,0,0,6,776,11.35,122.5,131.6114276,34,0,3,2,5223.362871,0.148563295,10_3
118,10,10.3.3,0,5,0,0,0,9,891,8.35,122.5,49.76978548,37,0,3,3,5223.362871,0.170579763,10_3
119,10,10.4.1,0,0,0,0,0,31,604,23,156.5,27.12059532,60.5,0.18,4,1,5223.362871,0.115634317,10_4
120,10,10.4.2,0,0,0,0,0,29,415,23,156.5,71.12059532,60.5,0.18,4,2,5223.362871,0.079450731,10_4
121,10,10.4.3,0,0,0,0,0,65,668,22.5,156.5,31.56920621,55.5,0.03,4,3,5223.362871,0.12788696,10_4
122,10,10.5.1,2,0,0,0,0,4,265,24.55,203.5,45.35646948,58.5,0.53,5,1,5223.362871,0.0507336,10_5
123,10,10.5.2,2,7,0,0,0,1,324,24.55,203.5,85.35646948,58.5,0.53,5,2,5223.362871,0.062029005,10_5
124,10,10.5.3,0,1,0,0,0,7,360,23,203.5,72.92135718,88.9,0.1,5,3,5223.362871,0.068921116,10_5
125,10,10.6.1,0,1,0,0,0,11,503,23,231,30.39322713,51,0.63,6,1,5223.362871,0.096298115,10_6
126,10,10.6.2,0,0,0,0,0,11,363,23,231,56.39322713,51,0.63,6,2,5223.362871,0.069495459,10_6
127,10,10.6.3,0,12,0,0,0,5,463,23.5,231,77.79740207,60.9,0,6,3,5223.362871,0.088640213,10_6
128,10,10.7.1,0,0,0,0,0,2,382,21,265.5,59.74842556,38.6,0,7,1,5223.362871,0.073132962,10_7
129,10,10.7.2,0,0,0,0,0,2,234,21,265.5,96.74842556,38.6,0,7,2,5223.362871,0.044798726,10_7
130,10,10.7.3,0,0,0,0,0,0,341,21,265.5,59.23007862,51,0,7,3,5223.362871,0.065283613,10_7
131,10,10.8.1,0,0,0,0,0,0,291,21,311.5,13.81205805,45.2,0,8,1,5223.362871,0.055711236,10_8
132,10,10.8.2,0,0,0,0,0,0,168,21,311.5,93.81205805,45.2,0,8,2,5223.362871,0.032163188,10_8
133,10,10.8.3,0,0,0,0,0,0,133,22,311.5,40.68001603,51.9,0,8,3,5223.362871,0.025462524,10_8
134,10,10.9.1,0,5,0,0,1,0,559,9.5,41.5,42.60705487,29.7,0,9,1,5223.362871,0.107019178,10_9
135,10,10.9.2,0,10,0,0,1,0,707,9.5,41.5,93.60705487,29.7,0,9,2,5223.362871,0.135353415,10_9
136,10,10.9.3,0,5,0,0,0,1,553,10.5,41.5,45.55933237,35.9,0,9,3,5223.362871,0.105870493,10_9
137,15,15.1.1,0,0,53,2,20,18,4881,16.55,66.5,84.50116324,45.1,0,1,1,21158.9924,0.230682062,15_1
138,15,15.1.2,0,0,26,5,18,16,4028,16.55,66.5,151.0011632,45.1,0,1,2,21158.9924,0.190368233,15_1
139,15,15.1.3,0,2,0,0,7,21,3051,13.7,66.5,67.10650935,39.9,0,1,3,21158.9924,0.144194012,15_1
140,15,15.10.1,0,0,45,0,7,16,3892,14.5,97.5,69.81479733,72.5,1.4,10,1,21158.9924,0.183940706,15_10
141,15,15.10.2,0,0,37,0,8,15,3124,14.5,97.5,118.3147973,72.5,1.4,10,2,21158.9924,0.147644082,15_10
142,15,15.10.3,0,0,30,0,5,13,3371,18.5,97.5,52.98064961,65.1,0.23,10,3,21158.9924,0.159317605,15_10
143,15,15.11.1,16,0,4,0,4,52,4639,21.5,140.5,78.88442245,70.8,0,11,1,21158.9924,0.219244845,15_11
144,15,15.11.2,19,0,4,0,3,54,4110,21.5,140.5,151.8844224,70.8,0,11,2,21158.9924,0.194243654,15_11
145,15,15.11.3,0,0,0,0,3,25,3060,20.25,140.5,146.1474996,86,0.1,11,3,21158.9924,0.144619363,15_11
146,15,15.12.1,0,0,0,0,6,47,3583,25.85,171.5,52.64692661,53.1,0,12,1,21158.9924,0.169336986,15_12
147,15,15.12.2,0,0,0,0,5,66,3769,25.85,171.5,115.6469266,53.1,0,12,2,21158.9924,0.178127575,15_12
148,15,15.12.3,0,0,0,0,4,76,3439,26.5,171.5,50.87065906,58.7,0,12,3,21158.9924,0.162531369,15_12
149,15,15.13.1,11,0,0,0,9,99,4253,25,209.5,57.18546452,69.5,0.1,13,1,21158.9924,0.20100201,15_13
150,15,15.13.2,17,0,0,0,6,106,3913,25,209.5,129.1854645,69.5,0.1,13,2,21158.9924,0.184933192,15_13
151,15,15.13.3,0,0,0,0,8,70,3984,24.5,209.5,70.05138594,87,3.81,13,3,21158.9924,0.188288739,15_13
152,15,15.14.1,0,0,0,0,2,4,1091,17.5,252,55.11173116,32.9,0,14,1,21158.9924,0.051562002,15_14
153,15,15.14.2,0,0,0,0,0,21,1444,17.5,252,129.1117312,32.9,0,14,2,21158.9924,0.068245216,15_14
154,15,15.14.3,0,0,0,0,2,32,1600,22.5,252,75.03675766,57,0,14,3,21158.9924,0.075617968,15_14
155,15,15.15.1,0,0,0,0,0,7,891,12.5,289.5,41.06013168,45.7,0,15,1,21158.9924,0.042109756,15_15
156,15,15.15.2,0,0,0,0,1,17,771,12.5,289.5,81.56013168,45.7,0,15,2,21158.9924,0.036438408,15_15
157,15,15.15.3,0,0,0,0,0,4,519,8.25,289.5,-4275.028089,77,0,15,3,21158.9924,0.024528578,15_15
158,15,15.2.1,0,0,24,0,15,33,3423,12.9,97.5,64.28042071,51,0,2,1,21158.9924,0.161775189,15_2
159,15,15.2.2,0,0,4,0,21,35,2980,12.9,97.5,134.7804207,51,0,2,2,21158.9924,0.140838465,15_2
160,15,15.2.3,0,0,23,0,25,30,3352,13.4,97.5,80.9455574,55,0,2,3,21158.9924,0.158419642,15_2
161,15,15.3.1,1,0,0,0,11,11,1704,20.5,134,44.51303043,67.8,0,3,1,21158.9924,0.080533135,15_3
162,15,15.3.2,1,0,0,0,8,13,1269,20.5,134,89.51303043,67.8,0,3,2,21158.9924,0.0599745,15_3
163,15,15.3.3,5,0,0,0,7,19,1444,21.85,134,54.73551953,57.6,0,3,3,21158.9924,0.068245216,15_3
164,15,15.4.1,0,0,0,0,1,29,3065,20,162,59.29238789,61,0,4,1,21158.9924,0.144855669,15_4
165,15,15.4.2,0,0,0,0,4,29,2692,20,162,127.2923879,61,0,4,2,21158.9924,0.12722723,15_4
166,15,15.4.3,0,0,0,0,3,24,2423,20,162,81.90364685,50,0,4,3,21158.9924,0.11451396,15_4
167,15,15.5.1,0,0,0,0,10,66,3675,24.5,210.5,49.16043833,62,0,5,1,21158.9924,0.173685019,15_5
168,15,15.5.2,0,0,0,0,12,119,3265,24.5,210.5,108.6604383,62,0,5,2,21158.9924,0.154307915,15_5
169,15,15.5.3,1,0,0,0,11,44,2204,23,210.5,43.5185905,77.6,1.24,5,3,21158.9924,0.10416375,15_5
170,15,15.6.1,0,0,0,0,19,10,1795,24,239.5,56.40798912,55,1.22,6,1,21158.9924,0.084833907,15_6
171,15,15.6.2,0,0,0,0,19,15,1648,24,239.5,100.4079891,55,1.22,6,2,21158.9924,0.077886507,15_6
172,15,15.6.3,0,0,0,0,17,12,1870,22.5,239.5,47.17184115,42.2,0,6,3,21158.9924,0.0883785,15_6
173,15,15.7.1,0,0,0,0,13,21,1455,22.5,273,58.31626335,54,0,7,1,21158.9924,0.068765089,15_7
174,15,15.7.2,0,0,0,0,14,29,1880,24,273,42.75644015,46.4,0,7,2,21158.9924,0.088851112,15_7
175,15,15.7.3,0,0,0,0,10,19,1735,24,273,85.75644015,46.4,0,7,3,21158.9924,0.081998234,15_7
176,15,15.8.1,0,0,0,0,0,6,1473,18.5,308,28.67705038,71,0,8,1,21158.9924,0.069615791,15_8
177,15,15.8.2,0,0,0,0,1,6,1326,18.5,308,69.17705038,71,0,8,2,21158.9924,0.062668391,15_8
178,15,15.8.3,0,0,0,0,2,12,1402,18,308,47.85071217,61.2,0,8,3,21158.9924,0.066260244,15_8
179,15,15.9.1,0,0,9,0,3,18,2306,16,51.5,54.01054785,33.8,0,9,1,21158.9924,0.108984396,15_9
180,15,15.9.2,0,0,3,0,4,27,2321,16,51.5,112.0105478,33.8,0,9,2,21158.9924,0.109693314,15_9
181,15,15.9.3,0,0,13,0,3,25,2266,20,51.5,51.06747384,62.9,0,9,3,21158.9924,0.107093947,15_9
